User,User Category,Zone,Medicine Name,Category,Stock,Restock Frequency,Supplier Reliability,disease_score_1,disease_score_2,disease_score_3,corr_disease_1,corr_disease_2,corr_disease_3
User_1,Hospital,Jakarta Selatan,Sitagliptin,Diabetes,436,10,0.8716964293031932,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_1,Hospital,Jakarta Selatan,Pioglitazone,Diabetes,213,15,0.8354744418503357,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_1,Hospital,Jakarta Selatan,Atorvastatin,Cardiovascular,365,8,0.7590974789071934,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_1,Hospital,Jakarta Selatan,Simvastatin,Cardiovascular,336,28,0.9680303518850479,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_1,Hospital,Jakarta Selatan,Lisinopril,Cardiovascular,316,12,0.8325839031470184,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_1,Hospital,Jakarta Selatan,Amlodipine,Cardiovascular,112,8,0.9980731201548185,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_1,Hospital,Jakarta Selatan,Losartan,Cardiovascular,491,15,0.8054231333625638,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_1,Hospital,Jakarta Selatan,Furosemide,Cardiovascular,203,14,0.949135287835913,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_1,Hospital,Jakarta Selatan,Hydrochlorothiazide,Cardiovascular,121,12,0.9063813301105859,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_1,Hospital,Jakarta Selatan,Spironolactone,Cardiovascular,287,23,0.9466078146753478,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_1,Hospital,Jakarta Selatan,Warfarin,Cardiovascular,234,21,0.9753776418000171,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_1,Hospital,Jakarta Selatan,Clopidogrel,Cardiovascular,54,7,0.8584707079568836,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_1,Hospital,Jakarta Selatan,Dexamethasone,Immunosuppressant,266,9,0.9176122209485975,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018
User_1,Hospital,Jakarta Selatan,Prednisone,Immunosuppressant,92,24,0.9148408625828877,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018
User_1,Hospital,Jakarta Selatan,Hydrocortisone,Immunosuppressant,86,20,0.7622027789073433,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018
User_1,Hospital,Jakarta Selatan,Methotrexate,Immunosuppressant,406,23,0.808453669386333,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018
User_1,Hospital,Jakarta Selatan,Mycophenolate,Immunosuppressant,359,18,0.9634799185519844,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018
User_1,Hospital,Jakarta Selatan,Levothyroxine,Endocrine,463,28,0.7296665961690255,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_1,Hospital,Jakarta Selatan,Propylthiouracil,Endocrine,437,10,0.9983345544863406,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_1,Hospital,Jakarta Selatan,Methimazole,Endocrine,77,14,0.9190262768189543,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_1,Hospital,Jakarta Selatan,Fluoxetine,Psychiatric,313,21,0.8572063773772649,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_1,Hospital,Jakarta Selatan,Sertraline,Psychiatric,390,9,0.8052326934018421,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_1,Hospital,Jakarta Selatan,Diazepam,Psychiatric,199,15,0.8485623085365452,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_1,Hospital,Jakarta Selatan,Lorazepam,Psychiatric,165,15,0.7642343447566308,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_1,Hospital,Jakarta Selatan,Alprazolam,Psychiatric,346,25,0.8990859718205405,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_1,Hospital,Jakarta Selatan,Haloperidol,Psychiatric,381,12,0.7977953913361372,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_1,Hospital,Jakarta Selatan,Risperidone,Psychiatric,296,17,0.9917520180557327,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_1,Hospital,Jakarta Selatan,Omeprazole,Gastrointestinal,261,16,0.8194389239941524,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013
User_1,Hospital,Jakarta Selatan,Ranitidine,Gastrointestinal,247,27,0.9531235030009026,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013
User_1,Hospital,Jakarta Selatan,Pantoprazole,Gastrointestinal,380,7,0.7533040047646327,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013
User_1,Hospital,Jakarta Selatan,Esomeprazole,Gastrointestinal,334,10,0.8087840487685403,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013
User_1,Hospital,Jakarta Selatan,Lansoprazole,Gastrointestinal,185,8,0.792597025784352,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013
User_2,Hospital,Jakarta Timur,Paracetamol,Painkiller,58,21,0.8281505354779766,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011
User_2,Hospital,Jakarta Timur,Ibuprofen,Painkiller,85,20,0.748142653443714,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011
User_2,Hospital,Jakarta Timur,Aspirin,Painkiller,417,24,0.7341863056028284,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011
User_2,Hospital,Jakarta Timur,Naproxen,Painkiller,122,29,0.8062698633981297,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011
User_2,Hospital,Jakarta Timur,Ketoprofen,Painkiller,140,12,0.8641694048915084,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011
User_2,Hospital,Jakarta Timur,Amoxicillin,Antibiotic,88,8,0.8459910555130083,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018
User_2,Hospital,Jakarta Timur,Azithromycin,Antibiotic,187,8,0.822938608487717,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018
User_2,Hospital,Jakarta Timur,Ciprofloxacin,Antibiotic,165,9,0.7834851583393289,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018
User_2,Hospital,Jakarta Timur,Doxycycline,Antibiotic,453,7,0.7695862375312039,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018
User_2,Hospital,Jakarta Timur,Clindamycin,Antibiotic,255,13,0.8340806486839647,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018
User_2,Hospital,Jakarta Timur,Oseltamivir,Antiviral,216,13,0.9900957175709757,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009
User_2,Hospital,Jakarta Timur,Acyclovir,Antiviral,174,7,0.9845922165123694,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009
User_2,Hospital,Jakarta Timur,Remdesivir,Antiviral,99,8,0.7591300012775234,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009
User_2,Hospital,Jakarta Timur,Favipiravir,Antiviral,473,16,0.705957165852725,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009
User_2,Hospital,Jakarta Timur,Zanamivir,Antiviral,160,15,0.8853507125612545,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009
User_2,Hospital,Jakarta Timur,Metformin,Diabetes,388,23,0.839075538080767,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_2,Hospital,Jakarta Timur,Insulin,Diabetes,394,20,0.800983155530629,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_2,Hospital,Jakarta Timur,Glipizide,Diabetes,274,25,0.9881476793380212,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_2,Hospital,Jakarta Timur,Sitagliptin,Diabetes,481,20,0.7836722524452692,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_2,Hospital,Jakarta Timur,Pioglitazone,Diabetes,293,10,0.9040933558138329,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_2,Hospital,Jakarta Timur,Atorvastatin,Cardiovascular,376,27,0.781864019457445,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_2,Hospital,Jakarta Timur,Simvastatin,Cardiovascular,256,12,0.8279459861294057,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_2,Hospital,Jakarta Timur,Lisinopril,Cardiovascular,246,18,0.8350914248743199,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_2,Hospital,Jakarta Timur,Amlodipine,Cardiovascular,397,14,0.9958041127296992,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_2,Hospital,Jakarta Timur,Losartan,Cardiovascular,437,16,0.9755831202628165,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_2,Hospital,Jakarta Timur,Furosemide,Cardiovascular,96,24,0.7195495891342545,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_2,Hospital,Jakarta Timur,Hydrochlorothiazide,Cardiovascular,419,20,0.8244859929963648,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_2,Hospital,Jakarta Timur,Spironolactone,Cardiovascular,281,11,0.7723614178221131,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_2,Hospital,Jakarta Timur,Warfarin,Cardiovascular,455,8,0.9126598831961255,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_2,Hospital,Jakarta Timur,Clopidogrel,Cardiovascular,382,10,0.7830426625541191,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_2,Hospital,Jakarta Timur,Dexamethasone,Immunosuppressant,161,7,0.8462197407513861,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018
User_2,Hospital,Jakarta Timur,Prednisone,Immunosuppressant,230,16,0.9059286228552381,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018
User_2,Hospital,Jakarta Timur,Hydrocortisone,Immunosuppressant,253,23,0.8072516182980813,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018
User_2,Hospital,Jakarta Timur,Methotrexate,Immunosuppressant,387,23,0.8853230099371663,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018
User_2,Hospital,Jakarta Timur,Mycophenolate,Immunosuppressant,116,7,0.9022529082340676,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018
User_2,Hospital,Jakarta Timur,Levothyroxine,Endocrine,465,27,0.8431293193699784,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_2,Hospital,Jakarta Timur,Propylthiouracil,Endocrine,389,11,0.9246600203826912,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_2,Hospital,Jakarta Timur,Methimazole,Endocrine,326,29,0.7851034917921392,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_2,Hospital,Jakarta Timur,Fluoxetine,Psychiatric,244,19,0.7296000611430523,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_2,Hospital,Jakarta Timur,Sertraline,Psychiatric,304,23,0.7161787259344184,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_2,Hospital,Jakarta Timur,Diazepam,Psychiatric,214,22,0.855278850199163,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_2,Hospital,Jakarta Timur,Lorazepam,Psychiatric,382,17,0.8690553401803638,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_2,Hospital,Jakarta Timur,Alprazolam,Psychiatric,107,24,0.8971173865871572,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_2,Hospital,Jakarta Timur,Haloperidol,Psychiatric,181,12,0.7264865544856798,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_2,Hospital,Jakarta Timur,Risperidone,Psychiatric,142,15,0.7729750879623682,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_2,Hospital,Jakarta Timur,Omeprazole,Gastrointestinal,424,27,0.7193732612890873,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013
User_2,Hospital,Jakarta Timur,Ranitidine,Gastrointestinal,121,27,0.7061824492345865,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013
User_2,Hospital,Jakarta Timur,Pantoprazole,Gastrointestinal,177,11,0.9052000916303043,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013
User_2,Hospital,Jakarta Timur,Esomeprazole,Gastrointestinal,50,11,0.7979559765198649,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013
User_2,Hospital,Jakarta Timur,Lansoprazole,Gastrointestinal,338,22,0.8182085849223771,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013
User_3,Hospital,Depok,Paracetamol,Painkiller,319,11,0.7661179209149093,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011
User_3,Hospital,Depok,Ibuprofen,Painkiller,119,20,0.7719517081321221,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011
User_3,Hospital,Depok,Aspirin,Painkiller,446,15,0.8664767013029384,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011
User_3,Hospital,Depok,Naproxen,Painkiller,422,28,0.9885271035562966,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011
User_3,Hospital,Depok,Ketoprofen,Painkiller,61,23,0.7957257069818369,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011
User_3,Hospital,Depok,Amoxicillin,Antibiotic,494,7,0.8362584969509366,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018
User_3,Hospital,Depok,Azithromycin,Antibiotic,219,20,0.8170989201910503,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018
User_3,Hospital,Depok,Ciprofloxacin,Antibiotic,254,26,0.8136596425621048,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018
User_3,Hospital,Depok,Doxycycline,Antibiotic,217,28,0.7775319513908914,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018
User_3,Hospital,Depok,Clindamycin,Antibiotic,351,7,0.828835576754384,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018
User_3,Hospital,Depok,Oseltamivir,Antiviral,121,24,0.8618559720712548,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009
User_3,Hospital,Depok,Acyclovir,Antiviral,200,11,0.9905799045327766,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009
User_3,Hospital,Depok,Remdesivir,Antiviral,363,27,0.9397982485548063,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009
User_3,Hospital,Depok,Favipiravir,Antiviral,421,13,0.8822000368364032,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009
User_3,Hospital,Depok,Zanamivir,Antiviral,498,11,0.912464772017631,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009
User_3,Hospital,Depok,Metformin,Diabetes,133,17,0.8573938294944826,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_3,Hospital,Depok,Insulin,Diabetes,137,24,0.8236992701523173,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_3,Hospital,Depok,Glipizide,Diabetes,133,22,0.8479188458891911,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_3,Hospital,Depok,Sitagliptin,Diabetes,353,26,0.9357574726272133,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_3,Hospital,Depok,Pioglitazone,Diabetes,181,11,0.9334425593211743,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_3,Hospital,Depok,Atorvastatin,Cardiovascular,78,25,0.9499641636942311,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_3,Hospital,Depok,Simvastatin,Cardiovascular,259,11,0.7877513291711834,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_3,Hospital,Depok,Lisinopril,Cardiovascular,80,13,0.9830680530565652,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_3,Hospital,Depok,Amlodipine,Cardiovascular,288,8,0.9257554349004229,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_3,Hospital,Depok,Losartan,Cardiovascular,359,12,0.7226248322636206,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_3,Hospital,Depok,Furosemide,Cardiovascular,371,13,0.877633429439508,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_3,Hospital,Depok,Hydrochlorothiazide,Cardiovascular,445,12,0.998301866597094,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_3,Hospital,Depok,Spironolactone,Cardiovascular,369,11,0.7044650677134086,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_3,Hospital,Depok,Warfarin,Cardiovascular,499,8,0.8106513870184227,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_3,Hospital,Depok,Clopidogrel,Cardiovascular,356,19,0.7096158181684907,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_3,Hospital,Depok,Dexamethasone,Immunosuppressant,155,19,0.7082046062560212,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018
User_3,Hospital,Depok,Prednisone,Immunosuppressant,131,18,0.7637205642474058,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018
User_3,Hospital,Depok,Hydrocortisone,Immunosuppressant,349,20,0.8633372455573665,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018
User_3,Hospital,Depok,Methotrexate,Immunosuppressant,159,19,0.9563679074198408,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018
User_3,Hospital,Depok,Mycophenolate,Immunosuppressant,396,25,0.8049228999817604,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018
User_3,Hospital,Depok,Levothyroxine,Endocrine,170,24,0.9732930066066716,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_3,Hospital,Depok,Propylthiouracil,Endocrine,456,23,0.7555235181338761,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_3,Hospital,Depok,Methimazole,Endocrine,216,22,0.9807932857590361,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_3,Hospital,Depok,Fluoxetine,Psychiatric,315,20,0.8090437160133434,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_3,Hospital,Depok,Sertraline,Psychiatric,282,13,0.9205045562012539,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_3,Hospital,Depok,Diazepam,Psychiatric,164,12,0.8874843979009005,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_3,Hospital,Depok,Lorazepam,Psychiatric,105,11,0.8047637405159818,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_3,Hospital,Depok,Alprazolam,Psychiatric,192,29,0.7693467622613394,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_3,Hospital,Depok,Haloperidol,Psychiatric,167,8,0.7018771714495834,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_3,Hospital,Depok,Risperidone,Psychiatric,359,10,0.7240967732181199,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012
User_3,Hospital,Depok,Omeprazole,Gastrointestinal,368,9,0.9982508120674298,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013
User_3,Hospital,Depok,Ranitidine,Gastrointestinal,189,7,0.9875207788746505,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013
User_3,Hospital,Depok,Pantoprazole,Gastrointestinal,351,24,0.8462911398793367,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013
User_3,Hospital,Depok,Esomeprazole,Gastrointestinal,374,23,0.9167723574127289,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013
User_3,Hospital,Depok,Lansoprazole,Gastrointestinal,205,13,0.9381140581363204,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013
User_4,Hospital,Bekasi,Paracetamol,Painkiller,309,27,0.9476880912938914,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011
User_4,Hospital,Bekasi,Ibuprofen,Painkiller,66,16,0.8676970625806564,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011
User_4,Hospital,Bekasi,Aspirin,Painkiller,225,27,0.9985533433658624,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011
User_4,Hospital,Bekasi,Naproxen,Painkiller,247,8,0.8462124366154509,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011
User_4,Hospital,Bekasi,Ketoprofen,Painkiller,368,17,0.9112375340250916,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011
User_4,Hospital,Bekasi,Amoxicillin,Antibiotic,109,15,0.811889832989194,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018
User_4,Hospital,Bekasi,Azithromycin,Antibiotic,177,22,0.8833711356972882,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018
User_4,Hospital,Bekasi,Ciprofloxacin,Antibiotic,105,15,0.8793757572204968,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018
User_4,Hospital,Bekasi,Doxycycline,Antibiotic,226,22,0.9505401566009375,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018
User_4,Hospital,Bekasi,Clindamycin,Antibiotic,456,25,0.9390636399421621,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018
User_4,Hospital,Bekasi,Oseltamivir,Antiviral,171,11,0.8602041476565563,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009
User_4,Hospital,Bekasi,Acyclovir,Antiviral,107,20,0.733624702563354,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009
User_4,Hospital,Bekasi,Remdesivir,Antiviral,436,7,0.8135486724486949,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009
User_4,Hospital,Bekasi,Favipiravir,Antiviral,195,12,0.794051383275583,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009
User_4,Hospital,Bekasi,Zanamivir,Antiviral,294,21,0.9481407677637272,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009
User_4,Hospital,Bekasi,Metformin,Diabetes,192,20,0.715869692021037,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_4,Hospital,Bekasi,Insulin,Diabetes,149,10,0.8743048682781416,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_4,Hospital,Bekasi,Glipizide,Diabetes,449,23,0.8161618026661415,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_4,Hospital,Bekasi,Sitagliptin,Diabetes,68,23,0.8697678070800734,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_4,Hospital,Bekasi,Pioglitazone,Diabetes,454,13,0.8109798985907501,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003
User_4,Hospital,Bekasi,Atorvastatin,Cardiovascular,479,10,0.9682366126622828,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_4,Hospital,Bekasi,Simvastatin,Cardiovascular,347,24,0.7670869966228714,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
User_4,Hospital,Bekasi,Lisinopril,Cardiovascular,489,22,0.895664488181767,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012
