user,user_category,zone,medicine_name,category,stock,restock_frequency,supplier_reliability,disease_score_1,disease_score_2,disease_score_3,corr_disease_1,corr_disease_2,corr_disease_3,avg_price,record_timestamp,avg_visitor_weekly,price,stockout_timestamp
User_1,Apotics,Jakarta Selatan,Oseltamivir,Antiviral,319,12,0.9842259231752105,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009,57180.01413338689,2024-06-19 12:53:33.099266,54,56896.86375843689,2025-10-09 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Acyclovir,Antiviral,496,22,0.9834652275256448,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009,29617.66684205395,2024-05-16 12:53:33.099266,54,34353.76557973667,2026-05-28 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Remdesivir,Antiviral,207,15,0.9831293631780675,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009,29737.1233603307,2024-07-02 12:53:33.099266,54,31771.248573883833,2025-05-08 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Favipiravir,Antiviral,449,23,0.8455441621464974,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009,21122.585758730656,2024-10-20 12:53:33.099266,54,20369.363353849738,2026-07-23 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Zanamivir,Antiviral,167,20,0.7652642975119255,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009,59002.905670736516,2024-11-13 12:53:33.099266,54,55398.1943141168,2025-07-02 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Metformin,Diabetes,242,22,0.9887614595435446,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,12780.380760718517,2024-07-09 12:53:33.099266,54,15560.734126122232,2025-03-06 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Insulin,Diabetes,77,13,0.9359416740788024,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,71548.5980074634,2024-10-17 12:53:33.099266,54,73674.77100356543,2024-12-31 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Glipizide,Diabetes,283,9,0.7563285660488266,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,91487.08037634395,2024-03-24 12:53:33.099266,54,95397.9060466839,2024-12-08 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Sitagliptin,Diabetes,124,12,0.9440385117645023,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,84893.47562041963,2024-05-07 12:53:33.099266,54,82194.87732924304,2024-09-05 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Pioglitazone,Diabetes,437,21,0.7544128090365672,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,77078.62111991394,2024-10-30 12:53:33.099266,54,79849.94595444843,2025-12-04 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Atorvastatin,Cardiovascular,142,22,0.7899455774990943,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,18000.1955216191,2024-08-22 12:53:33.099266,54,18856.599001410905,2025-03-22 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Simvastatin,Cardiovascular,332,25,0.8867915637282385,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,94212.09039856154,2024-08-15 12:53:33.099266,54,89790.9667676294,2026-01-12 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Lisinopril,Cardiovascular,386,7,0.8655804069592306,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,42011.561043541835,2024-04-30 12:53:33.099266,54,46941.98829312959,2025-12-15 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Amlodipine,Cardiovascular,135,12,0.9979424902625595,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,40484.734209382856,2024-10-29 12:53:33.099266,54,43676.02773370059,2025-06-03 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Losartan,Cardiovascular,414,16,0.9817924628446777,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,92077.00803531725,2024-11-10 12:53:33.099266,54,96451.2168838616,2026-09-04 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Furosemide,Cardiovascular,247,19,0.8206775311789846,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,45599.972564560434,2024-06-14 12:53:33.099266,54,48875.44301233108,2025-06-23 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Hydrochlorothiazide,Cardiovascular,330,20,0.776495710336286,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,70121.10096035468,2024-09-04 12:53:33.099266,54,74613.83500596973,2026-01-09 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Spironolactone,Cardiovascular,101,17,0.8246374862415576,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,10003.448877448005,2024-06-19 12:53:33.099266,54,6490.2033477115265,2024-11-19 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Warfarin,Cardiovascular,162,27,0.9123287896247363,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,5154.627482273535,2024-05-08 12:53:33.099266,54,9289.840767643494,2025-01-16 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Clopidogrel,Cardiovascular,98,28,0.7242073502080091,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,22411.872710459214,2024-09-16 12:53:33.099266,54,26620.63601124628,2025-02-06 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Dexamethasone,Immunosuppressant,302,18,0.7378702812491085,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018,18187.340627100904,2024-09-09 12:53:33.099266,54,17233.682970252397,2025-07-29 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Prednisone,Immunosuppressant,324,28,0.8170210759196825,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018,69266.23273525947,2024-04-17 12:53:33.099266,54,71324.82000523317,2025-04-09 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Hydrocortisone,Immunosuppressant,188,9,0.9815641458706423,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018,4627.969407951043,2024-08-23 12:53:33.099266,54,2592.952183003158,2025-03-30 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Methotrexate,Immunosuppressant,159,22,0.9127883935048161,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018,49535.975871324816,2024-10-06 12:53:33.099266,54,50125.41197089699,2025-04-05 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Mycophenolate,Immunosuppressant,469,18,0.8003079396974686,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018,63850.727520080916,2024-05-11 12:53:33.099266,54,62376.897318230185,2025-10-06 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Levothyroxine,Endocrine,158,26,0.8713063207000957,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,92281.38975697316,2024-07-14 12:53:33.099266,54,95352.99467468382,2024-12-11 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Propylthiouracil,Endocrine,408,24,0.8906370766162148,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,23003.790347675924,2024-06-08 12:53:33.099266,54,26809.056462043598,2025-07-05 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Methimazole,Endocrine,421,15,0.9295491983956476,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,93960.63602241801,2024-10-22 12:53:33.099266,54,90065.01933050252,2025-12-06 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Fluoxetine,Psychiatric,99,22,0.8494170519249233,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012,31750.237345338086,2024-08-19 12:53:33.099266,54,31074.477800644363,2024-11-11 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Sertraline,Psychiatric,332,8,0.8084627458923834,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012,14253.197502199233,2024-10-04 12:53:33.099266,54,15742.747067323024,2025-07-11 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Diazepam,Psychiatric,232,10,0.8117347508821626,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012,24072.795515013986,2024-10-08 12:53:33.099266,54,28156.80733611479,2025-04-21 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Lorazepam,Psychiatric,318,16,0.7798850196522782,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012,65792.51763293293,2024-08-03 12:53:33.099266,54,69460.99848842822,2025-04-25 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Alprazolam,Psychiatric,394,13,0.7157686771868632,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012,41374.24033178666,2024-06-26 12:53:33.099266,54,37643.998521173744,2025-05-13 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Haloperidol,Psychiatric,277,22,0.773740167857719,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012,61062.52898898923,2024-08-28 12:53:33.099266,54,61187.325067425685,2025-04-15 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Risperidone,Psychiatric,221,11,0.9014633634489093,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012,8477.901028294955,2024-09-20 12:53:33.099266,54,11210.489831747462,2025-03-31 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Omeprazole,Gastrointestinal,132,8,0.8469143489162535,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013,47277.63715078942,2024-06-04 12:53:33.099266,54,46140.95388293993,2024-10-05 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Ranitidine,Gastrointestinal,54,20,0.8713076844494175,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013,39523.864202241006,2024-05-01 12:53:33.099266,54,38959.46862497574,2024-06-21 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Pantoprazole,Gastrointestinal,89,8,0.7354654021942632,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013,24700.48194516494,2024-11-21 12:53:33.099266,54,24849.694611562067,2025-02-09 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Esomeprazole,Gastrointestinal,129,7,0.8933971274272631,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013,52553.17820456706,2024-10-25 12:53:33.099266,54,54187.50147185739,2025-02-24 12:53:33.099266
User_1,Apotics,Jakarta Selatan,Lansoprazole,Gastrointestinal,258,7,0.9943737618766131,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013,8567.444244446777,2024-04-30 12:53:33.099266,54,8181.980356952787,2025-01-09 12:53:33.099266
User_2,Apotics,Jakarta Timur,Paracetamol,Painkiller,174,14,0.7143569274902041,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011,31111.660499660098,2024-05-12 12:53:33.099266,311,34442.345013901024,2024-06-21 12:53:33.099266
User_2,Apotics,Jakarta Timur,Ibuprofen,Painkiller,371,7,0.700834407555078,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011,87688.4901531596,2024-04-03 12:53:33.099266,311,86692.03777341254,2024-06-28 12:53:33.099266
User_2,Apotics,Jakarta Timur,Aspirin,Painkiller,417,11,0.9026886497794767,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011,54904.97928480604,2024-07-26 12:53:33.099266,311,57490.28425696389,2024-11-07 12:53:33.099266
User_2,Apotics,Jakarta Timur,Naproxen,Painkiller,167,26,0.9978339004085565,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011,77095.93372924544,2024-08-09 12:53:33.099266,311,81047.80617405161,2024-09-21 12:53:33.099266
User_2,Apotics,Jakarta Timur,Ketoprofen,Painkiller,166,7,0.9950650443767487,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011,27288.137340368008,2024-05-06 12:53:33.099266,311,30263.8464142218,2024-06-17 12:53:33.099266
User_2,Apotics,Jakarta Timur,Amoxicillin,Antibiotic,240,27,0.7430411901837289,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018,30038.868422302283,2024-08-16 12:53:33.099266,311,32518.30724932556,2024-09-13 12:53:33.099266
User_2,Apotics,Jakarta Timur,Azithromycin,Antibiotic,263,28,0.8732378733200882,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018,49801.46338380331,2024-04-17 12:53:33.099266,311,45975.23484027791,2024-05-20 12:53:33.099266
User_2,Apotics,Jakarta Timur,Ciprofloxacin,Antibiotic,411,28,0.8457793213936521,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018,42645.19426739103,2024-06-30 12:53:33.099266,311,41631.27766718213,2024-08-20 12:53:33.099266
User_2,Apotics,Jakarta Timur,Doxycycline,Antibiotic,348,11,0.9550293545451177,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018,44415.14154122265,2024-09-23 12:53:33.099266,311,47110.32714764643,2024-11-07 12:53:33.099266
User_2,Apotics,Jakarta Timur,Clindamycin,Antibiotic,71,18,0.7963110346594549,0.9439731543624161,0.5297181208053692,0.5938255033557047,D004,D006,D018,14492.635986683323,2024-05-04 12:53:33.099266,311,13853.65913573145,2024-05-12 12:53:33.099266
User_2,Apotics,Jakarta Timur,Oseltamivir,Antiviral,399,24,0.7770346332440056,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009,57180.01413338689,2024-06-27 12:53:33.099266,311,53958.768332104046,2024-10-01 12:53:33.099266
User_2,Apotics,Jakarta Timur,Acyclovir,Antiviral,387,18,0.7474483904084342,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009,29617.66684205395,2024-09-22 12:53:33.099266,311,25976.582707397007,2024-12-23 12:53:33.099266
User_2,Apotics,Jakarta Timur,Remdesivir,Antiviral,328,14,0.979701848844895,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009,29737.1233603307,2024-11-16 12:53:33.099266,311,33161.11026944888,2025-02-09 12:53:33.099266
User_2,Apotics,Jakarta Timur,Favipiravir,Antiviral,338,23,0.837973100840522,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009,21122.585758730656,2024-03-25 12:53:33.099266,311,25185.925948685363,2024-06-16 12:53:33.099266
User_2,Apotics,Jakarta Timur,Zanamivir,Antiviral,292,15,0.8220317949153745,0.3614765100671141,0.4662013422818792,0.26520805369127515,D010,D008,D009,59002.905670736516,2024-10-08 12:53:33.099266,311,62526.64315089515,2024-12-18 12:53:33.099266
User_2,Apotics,Jakarta Timur,Metformin,Diabetes,227,11,0.9712585934598648,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,12780.380760718517,2024-09-16 12:53:33.099266,311,9984.7673279506,2024-10-24 12:53:33.099266
User_2,Apotics,Jakarta Timur,Insulin,Diabetes,351,29,0.8758722845061295,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,71548.5980074634,2024-10-31 12:53:33.099266,311,67295.12874827436,2024-12-28 12:53:33.099266
User_2,Apotics,Jakarta Timur,Glipizide,Diabetes,255,12,0.8193577294810759,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,91487.08037634395,2024-08-04 12:53:33.099266,311,90852.83906449,2024-09-14 12:53:33.099266
User_2,Apotics,Jakarta Timur,Sitagliptin,Diabetes,432,15,0.9407919831385071,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,84893.47562041963,2024-06-22 12:53:33.099266,311,80667.28865130572,2024-09-03 12:53:33.099266
User_2,Apotics,Jakarta Timur,Pioglitazone,Diabetes,446,14,0.7651483332068421,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,77078.62111991394,2024-08-21 12:53:33.099266,311,76560.57024276553,2024-10-31 12:53:33.099266
User_2,Apotics,Jakarta Timur,Atorvastatin,Cardiovascular,489,14,0.7942814502912733,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,18000.1955216191,2024-11-02 12:53:33.099266,311,16309.743895401407,2025-03-09 12:53:33.099266
User_2,Apotics,Jakarta Timur,Simvastatin,Cardiovascular,455,18,0.7594064383972999,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,94212.09039856154,2024-04-11 12:53:33.099266,311,95343.41711617417,2024-08-06 12:53:33.099266
User_2,Apotics,Jakarta Timur,Lisinopril,Cardiovascular,134,18,0.880627824429023,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,42011.561043541835,2024-10-25 12:53:33.099266,311,42972.29960131823,2024-11-30 12:53:33.099266
User_2,Apotics,Jakarta Timur,Amlodipine,Cardiovascular,371,27,0.9399448580247898,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,40484.734209382856,2024-07-30 12:53:33.099266,311,36362.55354813507,2024-11-08 12:53:33.099266
User_2,Apotics,Jakarta Timur,Losartan,Cardiovascular,400,14,0.8075782751066976,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,92077.00803531725,2024-09-04 12:53:33.099266,311,93467.66882294197,2024-12-17 12:53:33.099266
User_2,Apotics,Jakarta Timur,Furosemide,Cardiovascular,64,17,0.7106645976063487,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,45599.972564560434,2024-05-16 12:53:33.099266,311,40418.09887240122,2024-06-01 12:53:33.099266
User_2,Apotics,Jakarta Timur,Hydrochlorothiazide,Cardiovascular,345,24,0.9625280429327883,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,70121.10096035468,2024-10-23 12:53:33.099266,311,66831.80240863388,2025-01-26 12:53:33.099266
User_2,Apotics,Jakarta Timur,Spironolactone,Cardiovascular,112,21,0.7343294990762878,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,10003.448877448005,2024-07-29 12:53:33.099266,311,11584.18406224386,2024-08-26 12:53:33.099266
User_2,Apotics,Jakarta Timur,Warfarin,Cardiovascular,68,18,0.8711912366331905,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,5154.627482273535,2024-05-24 12:53:33.099266,311,7087.217523143731,2024-06-11 12:53:33.099266
User_2,Apotics,Jakarta Timur,Clopidogrel,Cardiovascular,176,21,0.8215608325202317,0.2967248322147651,0.47261744966442953,0.27653691275167785,D003,D011,D012,22411.872710459214,2024-07-11 12:53:33.099266,311,21337.282856358917,2024-08-26 12:53:33.099266
User_2,Apotics,Jakarta Timur,Dexamethasone,Immunosuppressant,369,27,0.9671921228926327,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018,18187.340627100904,2024-09-05 12:53:33.099266,311,15257.839601775353,2024-11-18 12:53:33.099266
User_2,Apotics,Jakarta Timur,Prednisone,Immunosuppressant,494,12,0.9532081158700902,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018,69266.23273525947,2024-06-16 12:53:33.099266,311,73061.13530695402,2024-09-23 12:53:33.099266
User_2,Apotics,Jakarta Timur,Hydrocortisone,Immunosuppressant,194,24,0.8796554407729971,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018,4627.969407951043,2024-04-13 12:53:33.099266,311,5484.646346105726,2024-05-20 12:53:33.099266
User_2,Apotics,Jakarta Timur,Methotrexate,Immunosuppressant,333,19,0.7786696118449754,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018,49535.975871324816,2024-10-11 12:53:33.099266,311,51187.03687026056,2024-12-12 12:53:33.099266
User_2,Apotics,Jakarta Timur,Mycophenolate,Immunosuppressant,111,11,0.9091400012293446,0.36893959731543624,0.5297181208053692,0.5938255033557047,D017,D006,D018,63850.727520080916,2024-04-11 12:53:33.099266,311,60426.84334864441,2024-05-02 12:53:33.099266
User_2,Apotics,Jakarta Timur,Levothyroxine,Endocrine,477,16,0.7467513327475809,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,92281.38975697316,2024-08-26 12:53:33.099266,311,93621.54190074703,2024-11-09 12:53:33.099266
User_2,Apotics,Jakarta Timur,Propylthiouracil,Endocrine,122,21,0.9803954593405448,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,23003.790347675924,2024-09-26 12:53:33.099266,311,25542.96356133285,2024-10-17 12:53:33.099266
User_2,Apotics,Jakarta Timur,Methimazole,Endocrine,498,19,0.8675907751049874,0.4933154362416107,0.8679463087248322,0.2967248322147651,D002,D016,D003,93960.63602241801,2024-04-10 12:53:33.099266,311,91750.61467770068,2024-07-01 12:53:33.099266
User_2,Apotics,Jakarta Timur,Fluoxetine,Psychiatric,258,19,0.8436681288777447,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012,31750.237345338086,2024-10-08 12:53:33.099266,311,30316.87435576221,2024-11-15 12:53:33.099266
User_2,Apotics,Jakarta Timur,Sertraline,Psychiatric,177,27,0.709882057169157,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012,14253.197502199233,2024-09-14 12:53:33.099266,311,15933.962163441818,2024-10-09 12:53:33.099266
User_2,Apotics,Jakarta Timur,Diazepam,Psychiatric,214,25,0.9234477823374297,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012,24072.795515013986,2024-07-16 12:53:33.099266,311,27731.182586143812,2024-08-17 12:53:33.099266
User_2,Apotics,Jakarta Timur,Lorazepam,Psychiatric,92,25,0.8546704214704703,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012,65792.51763293293,2024-07-08 12:53:33.099266,311,67085.60048294932,2024-07-21 12:53:33.099266
User_2,Apotics,Jakarta Timur,Alprazolam,Psychiatric,144,13,0.866975617248014,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012,41374.24033178666,2024-11-21 12:53:33.099266,311,46212.61903408477,2024-12-12 12:53:33.099266
User_2,Apotics,Jakarta Timur,Haloperidol,Psychiatric,412,12,0.8324691676002123,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012,61062.52898898923,2024-07-22 12:53:33.099266,311,65500.11399463398,2024-09-20 12:53:33.099266
User_2,Apotics,Jakarta Timur,Risperidone,Psychiatric,478,21,0.8615973736928697,0.8471946308724831,0.5541744966442952,0.27653691275167785,D019,D020,D012,8477.901028294955,2024-05-25 12:53:33.099266,311,10362.5835270708,2024-08-04 12:53:33.099266
User_2,Apotics,Jakarta Timur,Omeprazole,Gastrointestinal,483,18,0.8656082133848082,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013,47277.63715078942,2024-11-19 12:53:33.099266,311,48908.26710076367,2025-02-06 12:53:33.099266
User_2,Apotics,Jakarta Timur,Ranitidine,Gastrointestinal,139,7,0.7897317312967886,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013,39523.864202241006,2024-08-29 12:53:33.099266,311,37001.69363345227,2024-09-20 12:53:33.099266
User_2,Apotics,Jakarta Timur,Pantoprazole,Gastrointestinal,368,25,0.9697086792372709,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013,24700.48194516494,2024-05-03 12:53:33.099266,311,23403.12167130365,2024-07-04 12:53:33.099266
User_2,Apotics,Jakarta Timur,Esomeprazole,Gastrointestinal,490,9,0.7480636393686562,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013,52553.17820456706,2024-10-29 12:53:33.099266,311,51864.31055705481,2025-01-13 12:53:33.099266
User_2,Apotics,Jakarta Timur,Lansoprazole,Gastrointestinal,125,15,0.7656200721512119,0.4054496644295302,0.6429798657718121,0.7478657718120806,D005,D007,D013,8567.444244446777,2024-05-10 12:53:33.099266,311,5715.594310889877,2024-05-29 12:53:33.099266
User_3,Apotics,Depok,Paracetamol,Painkiller,290,23,0.9502817490961541,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011,31111.660499660098,2024-06-06 12:53:33.099266,355,28005.575530748258,2024-08-09 12:53:33.099266
User_3,Apotics,Depok,Ibuprofen,Painkiller,364,19,0.8674817597045357,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011,87688.4901531596,2024-09-09 12:53:33.099266,355,92698.34034680844,2024-11-26 12:53:33.099266
User_3,Apotics,Depok,Aspirin,Painkiller,357,14,0.9633475465824191,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011,54904.97928480604,2024-03-31 12:53:33.099266,355,51830.75769722921,2024-06-19 12:53:33.099266
User_3,Apotics,Depok,Naproxen,Painkiller,439,8,0.9098075289879985,0.38048322147651015,0.27653691275167785,0.47261744966442953,D001,D012,D011,77095.93372924544,2024-04-08 12:53:33.099266,355,81745.40131719425,2024-07-13 12:53:33.099266
